"ID","Data/Hora","Status","Módulo","Observação","Utilizador"
"25","2026-07-11 21:13:17","CRITICO","AUTENTICACAO","Falha na palavra-passe pelo utilizador 'mauri'.","mauri"
"26","2026-07-11 21:13:17","INFO","CAMARAS","Gravação iniciada por movimento na Câmara_01.","Desconhecido"
"27","2026-07-11 21:13:17","INFO","CAMARAS","Perda de sinal de vídeo na Câmara_04.","Desconhecido"
"28","2026-07-11 21:13:17","INFO","BASE_DADOS","Query executada com sucesso pelo utilizador 'api_gateway'.","api_gateway"
"29","2026-07-11 21:13:17","INFO","SENSORES","Movimento detetado no Corredor B.","Desconhecido"
"30","2026-07-11 21:13:17","INFO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'nuno_gomes'.","nuno_gomes"
"31","2026-07-11 21:13:17","INFO","BASE_DADOS","Cópia de segurança (Backup) concluída pelo utilizador 'convidado_01'.","convidado_01"
"32","2026-07-11 21:13:17","INFO","CAMARAS","Falha de armazenamento no DVR_02.","Desconhecido"
"33","2026-07-11 21:13:17","INFO","CAMARAS","Falha de armazenamento no DVR_02.","Desconhecido"
"34","2026-07-11 21:13:17","CRITICO","CAMARAS","Gravação iniciada por movimento na Câmara_01.","Desconhecido"
"35","2026-07-11 21:13:17","INFO","AUTENTICACAO","Tentativa de brute-force bloqueada pelo utilizador 'ana_silva'.","ana_silva"
"36","2026-07-11 21:13:17","INFO","AUTENTICACAO","Falha na palavra-passe pelo utilizador 'gestor_seguranca'.","gestor_seguranca"
"37","2026-07-11 21:13:17","ATENCAO","AUTENTICACAO","Tentativa de brute-force bloqueada pelo utilizador 'gestor_seguranca'.","gestor_seguranca"
"38","2026-07-11 21:13:17","INFO","BASE_DADOS","Cópia de segurança (Backup) concluída pelo utilizador 'nuno_gomes'.","nuno_gomes"
"39","2026-07-11 21:13:17","INFO","CAMARAS","Gravação iniciada por movimento na Câmara_01.","Desconhecido"
"40","2026-07-11 21:13:17","INFO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'mauri'.","mauri"
"41","2026-07-11 21:13:17","INFO","SENSORES","Sensor de fumos ativo.","Desconhecido"
"42","2026-07-11 21:13:17","ATENCAO","AUTENTICACAO","Falha na palavra-passe pelo utilizador 'admin'.","admin"
"43","2026-07-11 21:13:17","INFO","BASE_DADOS","Query executada com sucesso pelo utilizador 'ana_silva'.","ana_silva"
"44","2026-07-11 21:13:17","INFO","AUTENTICACAO","Tentativa de brute-force bloqueada pelo utilizador 'api_gateway'.","api_gateway"
"45","2026-07-11 21:13:17","CRITICO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'api_gateway'.","api_gateway"
"46","2026-07-11 21:13:17","INFO","CAMARAS","Falha de armazenamento no DVR_02.","Desconhecido"
"47","2026-07-11 21:13:17","CRITICO","SENSORES","Movimento detetado no Corredor B.","Desconhecido"
"48","2026-07-11 21:13:17","CRITICO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'ana_silva'.","ana_silva"
"49","2026-07-11 21:13:17","CRITICO","BASE_DADOS","Query executada com sucesso pelo utilizador 'gestor_seguranca'.","gestor_seguranca"
"50","2026-07-11 21:13:17","ATENCAO","CAMARAS","Perda de sinal de vídeo na Câmara_04.","Desconhecido"
"51","2026-07-11 21:13:17","CRITICO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'ana_silva'.","ana_silva"
"52","2026-07-11 21:13:17","INFO","SENSORES","Sensor de fumos ativo.","Desconhecido"
"53","2026-07-11 21:13:17","INFO","SENSORES","Porta Principal aberta.","Desconhecido"
"54","2026-07-11 21:13:17","INFO","AUTENTICACAO","Tentativa de brute-force bloqueada pelo utilizador 'gestor_seguranca'.","gestor_seguranca"
"55","2026-07-11 21:13:17","INFO","CAMARAS","Gravação iniciada por movimento na Câmara_01.","Desconhecido"
"56","2026-07-11 21:13:17","CRITICO","AUTENTICACAO","Login efetuado com sucesso pelo utilizador 'api_gateway'.","api_gateway"
"57","2026-07-11 21:13:17","INFO","AUTENTICACAO","Sessão expirada pelo utilizador 'convidado_01'.","convidado_01"
"58","2026-07-11 21:13:17","INFO","CAMARAS","Perda de sinal de vídeo na Câmara_04.","Desconhecido"
"59","2026-07-11 21:13:17","INFO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'ana_silva'.","ana_silva"
"60","2026-07-11 21:13:17","CRITICO","SENSORES","Temperatura da Sala de Servidores acima do normal.","Desconhecido"
"61","2026-07-11 21:13:17","INFO","CAMARAS","Gravação iniciada por movimento na Câmara_01.","Desconhecido"
"62","2026-07-11 21:13:17","INFO","SENSORES","Porta Principal aberta.","Desconhecido"
"63","2026-07-11 21:13:17","INFO","AUTENTICACAO","Tentativa de brute-force bloqueada pelo utilizador 'mauri'.","mauri"
"64","2026-07-11 21:13:17","INFO","AUTENTICACAO","Tentativa de brute-force bloqueada pelo utilizador 'api_gateway'.","api_gateway"
"65","2026-07-11 21:13:17","INFO","CAMARAS","Perda de sinal de vídeo na Câmara_04.","Desconhecido"
"66","2026-07-11 21:13:17","INFO","CAMARAS","Gravação iniciada por movimento na Câmara_01.","Desconhecido"
"67","2026-07-11 21:13:17","INFO","SENSORES","Porta Principal aberta.","Desconhecido"
"68","2026-07-11 21:13:17","ATENCAO","BASE_DADOS","Cópia de segurança (Backup) concluída pelo utilizador 'mauri'.","mauri"
"69","2026-07-11 21:13:17","ATENCAO","SENSORES","Porta Principal aberta.","Desconhecido"
"70","2026-07-11 21:13:17","CRITICO","SENSORES","Sensor de fumos ativo.","Desconhecido"
"71","2026-07-11 21:13:17","INFO","AUTENTICACAO","Sessão expirada pelo utilizador 'mauri'.","mauri"
"72","2026-07-11 21:13:17","ATENCAO","SENSORES","Movimento detetado no Corredor B.","Desconhecido"
"73","2026-07-11 21:13:17","ATENCAO","SENSORES","Sensor de fumos ativo.","Desconhecido"
"74","2026-07-11 21:13:17","INFO","SENSORES","Temperatura da Sala de Servidores acima do normal.","Desconhecido"
"75","2026-07-11 21:13:17","INFO","CAMARAS","Perda de sinal de vídeo na Câmara_04.","Desconhecido"
"76","2026-07-11 21:13:17","CRITICO","AUTENTICACAO","Sessão expirada pelo utilizador 'mauri'.","mauri"
"77","2026-07-11 21:13:17","ATENCAO","AUTENTICACAO","Tentativa de brute-force bloqueada pelo utilizador 'api_gateway'.","api_gateway"
"78","2026-07-11 21:13:17","INFO","SENSORES","Porta Principal aberta.","Desconhecido"
"79","2026-07-11 21:13:17","INFO","CAMARAS","Gravação iniciada por movimento na Câmara_01.","Desconhecido"
"80","2026-07-11 21:13:17","INFO","CAMARAS","Perda de sinal de vídeo na Câmara_04.","Desconhecido"
"81","2026-07-11 21:13:17","INFO","BASE_DADOS","Cópia de segurança (Backup) concluída pelo utilizador 'nuno_gomes'.","nuno_gomes"
"82","2026-07-11 21:13:17","CRITICO","CAMARAS","Perda de sinal de vídeo na Câmara_04.","Desconhecido"
"83","2026-07-11 21:13:17","ATENCAO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'nuno_gomes'.","nuno_gomes"
"84","2026-07-11 21:13:17","INFO","SENSORES","Sensor de fumos ativo.","Desconhecido"
"85","2026-07-11 21:13:17","INFO","CAMARAS","Gravação iniciada por movimento na Câmara_01.","Desconhecido"
"86","2026-07-11 21:13:17","INFO","AUTENTICACAO","Falha na palavra-passe pelo utilizador 'mauri'.","mauri"
"87","2026-07-11 21:13:17","ATENCAO","AUTENTICACAO","Falha na palavra-passe pelo utilizador 'gestor_seguranca'.","gestor_seguranca"
"88","2026-07-11 21:13:17","INFO","BASE_DADOS","Query executada com sucesso pelo utilizador 'admin'.","admin"
"89","2026-07-11 21:13:17","CRITICO","SENSORES","Sensor de fumos ativo.","Desconhecido"
"90","2026-07-11 21:13:17","INFO","SENSORES","Porta Principal aberta.","Desconhecido"
"91","2026-07-11 21:13:17","CRITICO","CAMARAS","Gravação iniciada por movimento na Câmara_01.","Desconhecido"
"92","2026-07-11 21:13:17","INFO","AUTENTICACAO","Sessão expirada pelo utilizador 'mauri'.","mauri"
"93","2026-07-11 21:13:17","INFO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'api_gateway'.","api_gateway"
"94","2026-07-11 21:13:17","CRITICO","CAMARAS","Falha de armazenamento no DVR_02.","Desconhecido"
"95","2026-07-11 21:13:17","INFO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'convidado_01'.","convidado_01"
"96","2026-07-11 21:13:17","INFO","BASE_DADOS","Timeout na ligação pelo utilizador 'mauri'.","mauri"
"97","2026-07-11 21:13:17","INFO","SENSORES","Porta Principal aberta.","Desconhecido"
"98","2026-07-11 21:13:17","ATENCAO","CAMARAS","Perda de sinal de vídeo na Câmara_04.","Desconhecido"
"99","2026-07-11 21:13:17","CRITICO","CAMARAS","Perda de sinal de vídeo na Câmara_04.","Desconhecido"
"100","2026-07-11 21:13:17","INFO","BASE_DADOS","Cópia de segurança (Backup) concluída pelo utilizador 'mauri'.","mauri"
"101","2026-07-11 21:13:17","INFO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'admin'.","admin"
"102","2026-07-11 21:13:17","ATENCAO","AUTENTICACAO","Tentativa de brute-force bloqueada pelo utilizador 'mauri'.","mauri"
"103","2026-07-11 21:13:17","INFO","SENSORES","Porta Principal aberta.","Desconhecido"
"104","2026-07-11 21:13:17","ATENCAO","CAMARAS","Perda de sinal de vídeo na Câmara_04.","Desconhecido"
"105","2026-07-11 21:13:17","ATENCAO","AUTENTICACAO","Falha na palavra-passe pelo utilizador 'api_gateway'.","api_gateway"
"106","2026-07-11 21:13:17","INFO","CAMARAS","Perda de sinal de vídeo na Câmara_04.","Desconhecido"
"107","2026-07-11 21:13:17","INFO","AUTENTICACAO","Login efetuado com sucesso pelo utilizador 'mauri'.","mauri"
"108","2026-07-11 21:13:17","ATENCAO","CAMARAS","Perda de sinal de vídeo na Câmara_04.","Desconhecido"
"109","2026-07-11 21:13:17","INFO","SENSORES","Movimento detetado no Corredor B.","Desconhecido"
"110","2026-07-11 21:13:17","INFO","AUTENTICACAO","Sessão expirada pelo utilizador 'mauri'.","mauri"
"111","2026-07-11 21:13:17","CRITICO","SENSORES","Movimento detetado no Corredor B.","Desconhecido"
"112","2026-07-11 21:13:17","INFO","BASE_DADOS","Cópia de segurança (Backup) concluída pelo utilizador 'ana_silva'.","ana_silva"
"113","2026-07-11 21:13:17","CRITICO","AUTENTICACAO","Sessão expirada pelo utilizador 'mauri'.","mauri"
"114","2026-07-11 21:13:17","INFO","SENSORES","Temperatura da Sala de Servidores acima do normal.","Desconhecido"
"115","2026-07-11 21:13:17","CRITICO","BASE_DADOS","Query executada com sucesso pelo utilizador 'admin'.","admin"
"116","2026-07-11 21:13:17","INFO","CAMARAS","Perda de sinal de vídeo na Câmara_04.","Desconhecido"
"117","2026-07-11 21:13:17","ATENCAO","CAMARAS","Gravação iniciada por movimento na Câmara_01.","Desconhecido"
"118","2026-07-11 21:13:17","CRITICO","BASE_DADOS","Query executada com sucesso pelo utilizador 'convidado_01'.","convidado_01"
"119","2026-07-11 21:13:17","CRITICO","SENSORES","Sensor de fumos ativo.","Desconhecido"
"120","2026-07-11 21:13:17","INFO","AUTENTICACAO","Tentativa de brute-force bloqueada pelo utilizador 'api_gateway'.","api_gateway"
"121","2026-07-11 21:13:17","INFO","SENSORES","Movimento detetado no Corredor B.","Desconhecido"
"122","2026-07-11 21:13:17","INFO","BASE_DADOS","Query executada com sucesso pelo utilizador 'admin'.","admin"
"123","2026-07-11 21:13:17","INFO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'gestor_seguranca'.","gestor_seguranca"
"124","2026-07-11 21:13:17","INFO","CAMARAS","Perda de sinal de vídeo na Câmara_04.","Desconhecido"
"125","2026-07-11 21:13:17","CRITICO","AUTENTICACAO","Falha na palavra-passe pelo utilizador 'api_gateway'.","api_gateway"
"126","2026-07-11 21:13:17","CRITICO","AUTENTICACAO","Falha na palavra-passe pelo utilizador 'convidado_01'.","convidado_01"
"127","2026-07-11 21:13:17","INFO","CAMARAS","Gravação iniciada por movimento na Câmara_01.","Desconhecido"
"128","2026-07-11 21:13:17","INFO","AUTENTICACAO","Tentativa de brute-force bloqueada pelo utilizador 'mauri'.","mauri"
"129","2026-07-11 21:13:17","INFO","CAMARAS","Gravação iniciada por movimento na Câmara_01.","Desconhecido"
"130","2026-07-11 21:13:17","INFO","CAMARAS","Falha de armazenamento no DVR_02.","Desconhecido"
"131","2026-07-11 21:13:17","ATENCAO","BASE_DADOS","Query executada com sucesso pelo utilizador 'mauri'.","mauri"
"132","2026-07-11 21:13:17","ATENCAO","BASE_DADOS","Query executada com sucesso pelo utilizador 'gestor_seguranca'.","gestor_seguranca"
"133","2026-07-11 21:13:17","INFO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'mauri'.","mauri"
"134","2026-07-11 21:13:17","ATENCAO","CAMARAS","Gravação iniciada por movimento na Câmara_01.","Desconhecido"
"135","2026-07-11 21:13:17","INFO","SENSORES","Sensor de fumos ativo.","Desconhecido"
"136","2026-07-11 21:13:17","INFO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'ana_silva'.","ana_silva"
"137","2026-07-11 21:13:17","CRITICO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'convidado_01'.","convidado_01"
"138","2026-07-11 21:13:17","INFO","AUTENTICACAO","Login efetuado com sucesso pelo utilizador 'api_gateway'.","api_gateway"
"139","2026-07-11 21:13:17","CRITICO","SENSORES","Sensor de fumos ativo.","Desconhecido"
"140","2026-07-11 21:13:17","INFO","SENSORES","Sensor de fumos ativo.","Desconhecido"
"141","2026-07-11 21:13:17","INFO","AUTENTICACAO","Tentativa de brute-force bloqueada pelo utilizador 'mauri'.","mauri"
"142","2026-07-11 21:13:17","ATENCAO","BASE_DADOS","Query executada com sucesso pelo utilizador 'api_gateway'.","api_gateway"
"143","2026-07-11 21:13:17","INFO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'mauri'.","mauri"
"144","2026-07-11 21:13:17","INFO","AUTENTICACAO","Login efetuado com sucesso pelo utilizador 'admin'.","admin"
"145","2026-07-11 21:13:17","INFO","CAMARAS","Falha de armazenamento no DVR_02.","Desconhecido"
"146","2026-07-11 21:13:17","INFO","CAMARAS","Perda de sinal de vídeo na Câmara_04.","Desconhecido"
"147","2026-07-11 21:13:17","INFO","BASE_DADOS","Timeout na ligação pelo utilizador 'admin'.","admin"
"148","2026-07-11 21:13:17","INFO","CAMARAS","Perda de sinal de vídeo na Câmara_04.","Desconhecido"
"149","2026-07-11 21:13:17","CRITICO","AUTENTICACAO","Login efetuado com sucesso pelo utilizador 'gestor_seguranca'.","gestor_seguranca"
"150","2026-07-11 21:13:17","CRITICO","BASE_DADOS","Timeout na ligação pelo utilizador 'api_gateway'.","api_gateway"
"151","2026-07-11 21:13:17","CRITICO","AUTENTICACAO","Login efetuado com sucesso pelo utilizador 'admin'.","admin"
"152","2026-07-11 21:13:17","INFO","SENSORES","Sensor de fumos ativo.","Desconhecido"
"153","2026-07-11 21:13:17","CRITICO","CAMARAS","Falha de armazenamento no DVR_02.","Desconhecido"
"154","2026-07-11 21:13:17","CRITICO","AUTENTICACAO","Tentativa de brute-force bloqueada pelo utilizador 'mauri'.","mauri"
"155","2026-07-11 21:13:17","CRITICO","AUTENTICACAO","Sessão expirada pelo utilizador 'gestor_seguranca'.","gestor_seguranca"
"156","2026-07-11 21:13:17","INFO","AUTENTICACAO","Tentativa de brute-force bloqueada pelo utilizador 'mauri'.","mauri"
"157","2026-07-11 21:13:17","INFO","AUTENTICACAO","Login efetuado com sucesso pelo utilizador 'nuno_gomes'.","nuno_gomes"
"158","2026-07-11 21:13:17","ATENCAO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'gestor_seguranca'.","gestor_seguranca"
"159","2026-07-11 21:13:17","ATENCAO","SENSORES","Porta Principal aberta.","Desconhecido"
"160","2026-07-11 21:13:17","CRITICO","SENSORES","Temperatura da Sala de Servidores acima do normal.","Desconhecido"
"161","2026-07-11 21:13:17","CRITICO","CAMARAS","Perda de sinal de vídeo na Câmara_04.","Desconhecido"
"162","2026-07-11 21:13:17","CRITICO","SENSORES","Porta Principal aberta.","Desconhecido"
"163","2026-07-11 21:13:17","ATENCAO","SENSORES","Temperatura da Sala de Servidores acima do normal.","Desconhecido"
"164","2026-07-11 21:13:17","INFO","CAMARAS","Gravação iniciada por movimento na Câmara_01.","Desconhecido"
"165","2026-07-11 21:13:17","CRITICO","AUTENTICACAO","Login efetuado com sucesso pelo utilizador 'mauri'.","mauri"
"166","2026-07-11 21:13:17","INFO","BASE_DADOS","Query executada com sucesso pelo utilizador 'convidado_01'.","convidado_01"
"167","2026-07-11 21:13:17","ATENCAO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'convidado_01'.","convidado_01"
"168","2026-07-11 21:13:17","ATENCAO","BASE_DADOS","Timeout na ligação pelo utilizador 'convidado_01'.","convidado_01"
"169","2026-07-11 21:13:17","INFO","CAMARAS","Falha de armazenamento no DVR_02.","Desconhecido"
"170","2026-07-11 21:13:17","CRITICO","SENSORES","Porta Principal aberta.","Desconhecido"
"171","2026-07-11 21:13:17","INFO","CAMARAS","Falha de armazenamento no DVR_02.","Desconhecido"
"172","2026-07-11 21:13:17","ATENCAO","CAMARAS","Gravação iniciada por movimento na Câmara_01.","Desconhecido"
"173","2026-07-11 21:13:17","INFO","BASE_DADOS","Query executada com sucesso pelo utilizador 'gestor_seguranca'.","gestor_seguranca"
"174","2026-07-11 21:13:17","INFO","CAMARAS","Perda de sinal de vídeo na Câmara_04.","Desconhecido"
"175","2026-07-11 21:13:17","CRITICO","BASE_DADOS","Cópia de segurança (Backup) concluída pelo utilizador 'convidado_01'.","convidado_01"
"176","2026-07-11 21:13:17","CRITICO","CAMARAS","Gravação iniciada por movimento na Câmara_01.","Desconhecido"
"177","2026-07-11 21:13:17","INFO","SENSORES","Sensor de fumos ativo.","Desconhecido"
"178","2026-07-11 21:13:17","CRITICO","SENSORES","Porta Principal aberta.","Desconhecido"
"179","2026-07-11 21:13:17","INFO","BASE_DADOS","Timeout na ligação pelo utilizador 'convidado_01'.","convidado_01"
"180","2026-07-11 21:13:17","INFO","AUTENTICACAO","Tentativa de brute-force bloqueada pelo utilizador 'mauri'.","mauri"
"181","2026-07-11 21:13:17","INFO","BASE_DADOS","Query executada com sucesso pelo utilizador 'ana_silva'.","ana_silva"
"182","2026-07-11 21:13:17","ATENCAO","AUTENTICACAO","Sessão expirada pelo utilizador 'gestor_seguranca'.","gestor_seguranca"
"183","2026-07-11 21:13:17","ATENCAO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'nuno_gomes'.","nuno_gomes"
"184","2026-07-11 21:13:17","CRITICO","CAMARAS","Gravação iniciada por movimento na Câmara_01.","Desconhecido"
"185","2026-07-11 21:13:17","INFO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'mauri'.","mauri"
"186","2026-07-11 21:13:17","INFO","AUTENTICACAO","Login efetuado com sucesso pelo utilizador 'nuno_gomes'.","nuno_gomes"
"187","2026-07-11 21:13:17","CRITICO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'ana_silva'.","ana_silva"
"188","2026-07-11 21:13:17","INFO","AUTENTICACAO","Tentativa de brute-force bloqueada pelo utilizador 'api_gateway'.","api_gateway"
"189","2026-07-11 21:13:17","ATENCAO","AUTENTICACAO","Tentativa de brute-force bloqueada pelo utilizador 'api_gateway'.","api_gateway"
"190","2026-07-11 21:13:17","INFO","SENSORES","Movimento detetado no Corredor B.","Desconhecido"
"191","2026-07-11 21:13:17","ATENCAO","CAMARAS","Gravação iniciada por movimento na Câmara_01.","Desconhecido"
"192","2026-07-11 21:13:17","CRITICO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'nuno_gomes'.","nuno_gomes"
"193","2026-07-11 21:13:17","INFO","SENSORES","Sensor de fumos ativo.","Desconhecido"
"194","2026-07-11 21:13:17","INFO","CAMARAS","Perda de sinal de vídeo na Câmara_04.","Desconhecido"
"195","2026-07-11 21:13:17","INFO","SENSORES","Porta Principal aberta.","Desconhecido"
"196","2026-07-11 21:13:17","CRITICO","BASE_DADOS","Cópia de segurança (Backup) concluída pelo utilizador 'ana_silva'.","ana_silva"
"197","2026-07-11 21:13:17","INFO","CAMARAS","Perda de sinal de vídeo na Câmara_04.","Desconhecido"
"198","2026-07-11 21:13:17","INFO","CAMARAS","Perda de sinal de vídeo na Câmara_04.","Desconhecido"
"199","2026-07-11 21:13:17","INFO","AUTENTICACAO","Falha na palavra-passe pelo utilizador 'ana_silva'.","ana_silva"
"200","2026-07-11 21:13:17","INFO","AUTENTICACAO","Login efetuado com sucesso pelo utilizador 'gestor_seguranca'.","gestor_seguranca"
"201","2026-07-11 21:13:17","INFO","CAMARAS","Perda de sinal de vídeo na Câmara_04.","Desconhecido"
"202","2026-07-11 21:13:17","INFO","AUTENTICACAO","Falha na palavra-passe pelo utilizador 'gestor_seguranca'.","gestor_seguranca"
"203","2026-07-11 21:13:17","INFO","SENSORES","Sensor de fumos ativo.","Desconhecido"
"204","2026-07-11 21:13:17","INFO","CAMARAS","Gravação iniciada por movimento na Câmara_01.","Desconhecido"
"205","2026-07-11 21:13:17","ATENCAO","AUTENTICACAO","Falha na palavra-passe pelo utilizador 'convidado_01'.","convidado_01"
"206","2026-07-11 21:13:17","INFO","SENSORES","Sensor de fumos ativo.","Desconhecido"
"207","2026-07-11 21:13:17","CRITICO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'api_gateway'.","api_gateway"
"208","2026-07-11 21:13:17","CRITICO","AUTENTICACAO","Falha na palavra-passe pelo utilizador 'mauri'.","mauri"
"209","2026-07-11 21:13:17","ATENCAO","BASE_DADOS","Timeout na ligação pelo utilizador 'convidado_01'.","convidado_01"
"210","2026-07-11 21:13:17","INFO","SENSORES","Temperatura da Sala de Servidores acima do normal.","Desconhecido"
"211","2026-07-11 21:13:17","INFO","CAMARAS","Gravação iniciada por movimento na Câmara_01.","Desconhecido"
"212","2026-07-11 21:13:17","INFO","AUTENTICACAO","Falha na palavra-passe pelo utilizador 'api_gateway'.","api_gateway"
"213","2026-07-11 21:13:17","INFO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'ana_silva'.","ana_silva"
"214","2026-07-11 21:13:17","INFO","BASE_DADOS","Erro de integridade referencial pelo utilizador 'admin'.","admin"
"215","2026-07-11 21:13:17","INFO","CAMARAS","Falha de armazenamento no DVR_02.","Desconhecido"
"216","2026-07-11 21:13:17","INFO","CAMARAS","Gravação iniciada por movimento na Câmara_01.","Desconhecido"
"217","2026-07-11 21:13:17","ATENCAO","AUTENTICACAO","Falha na palavra-passe pelo utilizador 'convidado_01'.","convidado_01"
"218","2026-07-11 21:13:17","INFO","AUTENTICACAO","Sessão expirada pelo utilizador 'ana_silva'.","ana_silva"
"219","2026-07-11 21:13:17","INFO","BASE_DADOS","Timeout na ligação pelo utilizador 'gestor_seguranca'.","gestor_seguranca"
"220","2026-07-11 21:13:17","CRITICO","AUTENTICACAO","Tentativa de brute-force bloqueada pelo utilizador 'convidado_01'.","convidado_01"
"221","2026-07-11 21:13:17","INFO","SENSORES","Temperatura da Sala de Servidores acima do normal.","Desconhecido"
"222","2026-07-11 21:13:17","ATENCAO","AUTENTICACAO","Login efetuado com sucesso pelo utilizador 'gestor_seguranca'.","gestor_seguranca"
"223","2026-07-11 21:13:17","ATENCAO","CAMARAS","Falha de armazenamento no DVR_02.","Desconhecido"
"224","2026-07-11 21:13:17","ATENCAO","BASE_DADOS","Cópia de segurança (Backup) concluída pelo utilizador 'admin'.","admin"
"225","2026-07-11 21:13:17","INFO","AUTENTICACAO","Login efetuado com sucesso pelo utilizador 'mauri'.","mauri"
"226","2026-07-11 21:13:17","INFO","BASE_DADOS","Cópia de segurança (Backup) concluída pelo utilizador 'mauri'.","mauri"
"227","2026-07-11 21:13:17","CRITICO","SENSORES","Sensor de fumos ativo.","Desconhecido"
"228","2026-07-11 21:13:17","INFO","CAMARAS","Falha de armazenamento no DVR_02.","Desconhecido"
"229","2026-07-11 21:13:17","INFO","BASE_DADOS","Query executada com sucesso pelo utilizador 'nuno_gomes'.","nuno_gomes"
"230","2026-07-11 21:13:17","CRITICO","SENSORES","Porta Principal aberta.","Desconhecido"
"231","2026-07-11 21:13:17","INFO","BASE_DADOS","Query executada com sucesso pelo utilizador 'convidado_01'.","convidado_01"
"232","2026-07-11 21:13:17","INFO","SENSORES","Movimento detetado no Corredor B.","Desconhecido"
"233","2026-07-11 21:13:17","INFO","SENSORES","Sensor de fumos ativo.","Desconhecido"
"234","2026-07-11 21:13:17","ATENCAO","CAMARAS","Perda de sinal de vídeo na Câmara_04.","Desconhecido"
"235","2026-07-11 21:13:17","INFO","BASE_DADOS","Cópia de segurança (Backup) concluída pelo utilizador 'gestor_seguranca'.","gestor_seguranca"
"236","2026-07-11 21:13:17","INFO","AUTENTICACAO","Falha na palavra-passe pelo utilizador 'api_gateway'.","api_gateway"
